None,date,ticker,reportperiod,datekey,assets_sharadar,liabilities_sharadar,sgna_sharadar,rnd_sharadar,ebitda_sharadar,deferredrev_sharadar,cor_sharadar,gp_sharadar,debtc_sharadar,investments_sharadar,ppnenet_sharadar,revenue_sharadar,intangibles_sharadar,cashneq_sharadar,inventory_sharadar,accoci_sharadar,payables_sharadar,cashneq_sharadar,dps_sharadar,receivables_sharadar,capex_sharadar,equity_sharadar,opinc_sharadar
315,2019-04,IBM,2019-03-31,2019-04-30,130926000000.0,114320000000.0,18612000000.0,5407000000.0,17666000000.0,15615000000.0,41969000000.0,36733000000.0,11563000000.0,31923000000.0,15309000000.0,78702000000.0,39237000000.0,17271000000.0,1771000000.0,-29182000000.0,5711000000.0,17271000000.0,6.28,7658000000.0,-3437000000.0,16481000000.0,12858000000.0
317,2018-10,IBM,2018-09-30,2018-10-30,121990000000.0,102071000000.0,19813000000.0,5448000000.0,16592000000.0,14211000000.0,43263000000.0,37110000000.0,10932000000.0,32632000000.0,10949000000.0,80373000000.0,39660000000.0,11731000000.0,1893000000.0,-27820000000.0,5384000000.0,11731000000.0,6.14,7838000000.0,-3805000000.0,19784000000.0,12069000000.0
318,2018-07,IBM,2018-06-30,2018-07-31,121622000000.0,102974000000.0,20098000000.0,5538000000.0,16674000000.0,15470000000.0,43663000000.0,37107000000.0,7646000000.0,32073000000.0,11024000000.0,80770000000.0,39826000000.0,10960000000.0,1742000000.0,-28290000000.0,5518000000.0,10960000000.0,6.07,8534000000.0,-3642000000.0,18520000000.0,12113000000.0
319,2018-04,IBM,2018-03-31,2018-04-24,125285000000.0,106995000000.0,20401000000.0,5658000000.0,16314000000.0,16911000000.0,43354000000.0,36702000000.0,5977000000.0,32936000000.0,11278000000.0,80056000000.0,40253000000.0,12262000000.0,1753000000.0,-28583000000.0,5736000000.0,12262000000.0,6.0,8984000000.0,-3387000000.0,18166000000.0,11756000000.0
321,2017-10,IBM,2017-09-30,2017-10-31,121636000000.0,101879000000.0,19936000000.0,5790000000.0,17035000000.0,14228000000.0,42108000000.0,36259000000.0,4299000000.0,31915000000.0,11057000000.0,78367000000.0,40763000000.0,10915000000.0,1711000000.0,-27521000000.0,5442000000.0,10915000000.0,5.8,9076000000.0,-3272000000.0,19627000000.0,12526000000.0
322,2017-07,IBM,2017-06-30,2017-07-25,120495000000.0,101951000000.0,20020000000.0,5845000000.0,17173000000.0,15158000000.0,41968000000.0,36472000000.0,8061000000.0,31217000000.0,10903000000.0,78440000000.0,40696000000.0,11696000000.0,1604000000.0,-28189000000.0,5126000000.0,11696000000.0,5.7,9395000000.0,-3344000000.0,18419000000.0,12714000000.0
323,2017-04,IBM,2017-03-31,2017-04-25,117495000000.0,99047000000.0,20209000000.0,5826000000.0,17785000000.0,15908000000.0,42009000000.0,37380000000.0,8340000000.0,30012000000.0,10865000000.0,79389000000.0,40743000000.0,10096000000.0,1609000000.0,-28710000000.0,5324000000.0,10096000000.0,5.6,9507000000.0,-3574000000.0,18327000000.0,13339000000.0
325,2016-10,IBM,2016-09-30,2016-10-25,115606000000.0,98447000000.0,21250000000.0,5682000000.0,17286000000.0,14426000000.0,41400000000.0,38807000000.0,6920000000.0,30972000000.0,11104000000.0,80207000000.0,41282000000.0,9039000000.0,1729000000.0,-28164000000.0,5271000000.0,9039000000.0,5.4,9164000000.0,-3819000000.0,17010000000.0,13042000000.0
326,2016-07,IBM,2016-06-30,2016-07-26,118056000000.0,102167000000.0,21249000000.0,5572000000.0,17401000000.0,15345000000.0,41031000000.0,39230000000.0,4887000000.0,31761000000.0,11092000000.0,80261000000.0,41570000000.0,10017000000.0,1685000000.0,-28604000000.0,5484000000.0,10017000000.0,5.3,9912000000.0,-3900000000.0,15733000000.0,13361000000.0
327,2016-04,IBM,2016-03-31,2016-04-26,118856000000.0,103784000000.0,21079000000.0,5407000000.0,18306000000.0,16271000000.0,40918000000.0,39918000000.0,5303000000.0,31650000000.0,10910000000.0,80836000000.0,38695000000.0,14354000000.0,1690000000.0,-28998000000.0,5302000000.0,14354000000.0,5.2,10084000000.0,-3829000000.0,14925000000.0,14485000000.0
329,2015-10,IBM,2015-09-30,2015-10-27,108649000000.0,95198000000.0,21306000000.0,5205000000.0,22099000000.0,14051000000.0,41656000000.0,42140000000.0,7538000000.0,31386000000.0,10661000000.0,83796000000.0,33050000000.0,9480000000.0,1613000000.0,-28155000000.0,5166000000.0,9480000000.0,4.8,8918000000.0,-3738000000.0,13294000000.0,18399000000.0
330,2015-07,IBM,2015-06-30,2015-07-28,112729000000.0,98892000000.0,21856000000.0,5272000000.0,19626000000.0,15224000000.0,43335000000.0,43578000000.0,5329000000.0,32971000000.0,10702000000.0,86913000000.0,33473000000.0,8393000000.0,1912000000.0,-27432000000.0,5943000000.0,8393000000.0,4.6,11022000000.0,-3813000000.0,13684000000.0,19147000000.0
331,2015-04,IBM,2015-03-31,2015-04-28,112037000000.0,99747000000.0,22280000000.0,5429000000.0,20876000000.0,15973000000.0,45301000000.0,45163000000.0,4532000000.0,31597000000.0,10509000000.0,90464000000.0,32862000000.0,8796000000.0,1970000000.0,-27842000000.0,6314000000.0,8796000000.0,4.4,11546000000.0,-3815000000.0,12141000000.0,20114000000.0
333,2014-10,IBM,2014-09-30,2014-10-28,118911000000.0,104515000000.0,23163000000.0,5877000000.0,21177000000.0,15029000000.0,49236000000.0,47708000000.0,12876000000.0,33534000000.0,11068000000.0,96944000000.0,34418000000.0,9561000000.0,2356000000.0,-20978000000.0,5855000000.0,9561000000.0,4.1,10591000000.0,-3863000000.0,14255000000.0,19955000000.0
334,2014-07,IBM,2014-06-30,2014-07-29,124314000000.0,106801000000.0,23137000000.0,5991000000.0,25073000000.0,16743000000.0,50054000000.0,48213000000.0,12462000000.0,36134000000.0,13748000000.0,98267000000.0,35153000000.0,9715000000.0,2338000000.0,-20369000000.0,6271000000.0,9715000000.0,3.95,11457000000.0,-3896000000.0,17377000000.0,20377000000.0
335,2014-04,IBM,2014-03-31,2014-04-29,122646000000.0,105906000000.0,24214000000.0,6082000000.0,23978000000.0,17723000000.0,50457000000.0,48370000000.0,9312000000.0,35572000000.0,13683000000.0,98827000000.0,34912000000.0,9409000000.0,2456000000.0,-21156000000.0,6865000000.0,9409000000.0,3.8,11332000000.0,-3925000000.0,16607000000.0,19312000000.0
337,2013-10,IBM,2013-09-30,2013-10-29,117845000000.0,97837000000.0,23433000000.0,6240000000.0,25408000000.0,15745000000.0,52000000000.0,49356000000.0,7702000000.0,33339000000.0,13877000000.0,101356000000.0,34885000000.0,10072000000.0,2492000000.0,-24971000000.0,6263000000.0,10072000000.0,3.6,11548000000.0,-3691000000.0,19877000000.0,20791000000.0
338,2013-07,IBM,2013-06-30,2013-07-31,115153000000.0,97269000000.0,24086000000.0,6306000000.0,25713000000.0,16407000000.0,52675000000.0,49708000000.0,7830000000.0,34009000000.0,13356000000.0,102383000000.0,32264000000.0,9558000000.0,2389000000.0,-25774000000.0,6821000000.0,9558000000.0,3.5,12175000000.0,-3695000000.0,17756000000.0,21080000000.0
339,2013-04,IBM,2013-03-31,2013-04-30,117258000000.0,98044000000.0,23243000000.0,6345000000.0,26789000000.0,17380000000.0,53385000000.0,49857000000.0,8725000000.0,34505000000.0,13597000000.0,103242000000.0,32626000000.0,10585000000.0,2421000000.0,-25466000000.0,7203000000.0,10585000000.0,3.4,12055000000.0,-4035000000.0,19092000000.0,22116000000.0
341,2012-10,IBM,2012-09-30,2012-10-30,115778000000.0,94112000000.0,23707000000.0,6277000000.0,26521000000.0,15493000000.0,54837000000.0,49852000000.0,9334000000.0,31067000000.0,14027000000.0,104689000000.0,31835000000.0,11909000000.0,2586000000.0,-20720000000.0,7085000000.0,11909000000.0,3.2,11838000000.0,-4383000000.0,21541000000.0,21807000000.0
342,2012-07,IBM,2012-06-30,2012-07-31,113832000000.0,93269000000.0,23461000000.0,6289000000.0,26457000000.0,16200000000.0,55805000000.0,50294000000.0,7669000000.0,30830000000.0,13865000000.0,106099000000.0,31392000000.0,10864000000.0,2758000000.0,-21498000000.0,7482000000.0,10864000000.0,3.1,11875000000.0,-4330000000.0,20472000000.0,21744000000.0
343,2012-04,IBM,2012-03-31,2012-04-24,115347000000.0,94563000000.0,23654000000.0,6271000000.0,26192000000.0,17173000000.0,56585000000.0,50397000000.0,6293000000.0,31031000000.0,13946000000.0,106982000000.0,31109000000.0,11835000000.0,2754000000.0,-21115000000.0,7416000000.0,11835000000.0,3.0,11681000000.0,-4003000000.0,20701000000.0,21449000000.0
345,2011-10,IBM,2011-09-30,2011-10-25,110158000000.0,87781000000.0,23469000000.0,6280000000.0,25944000000.0,14886000000.0,56807000000.0,49641000000.0,6071000000.0,29397000000.0,13887000000.0,106448000000.0,27946000000.0,11303000000.0,2663000000.0,-18099000000.0,7093000000.0,11303000000.0,2.8,10842000000.0,-4104000000.0,22291000000.0,21083000000.0
346,2011-07,IBM,2011-06-30,2011-07-26,113474000000.0,90263000000.0,22956000000.0,6198000000.0,25593000000.0,16301000000.0,56093000000.0,48469000000.0,7858000000.0,30516000000.0,14239000000.0,104562000000.0,28814000000.0,11714000000.0,2573000000.0,-17109000000.0,7112000000.0,11714000000.0,2.7,11666000000.0,-4120000000.0,23127000000.0,20720000000.0
347,2011-04,IBM,2011-03-31,2011-04-26,112960000000.0,90185000000.0,21987000000.0,6104000000.0,25253000000.0,16544000000.0,54726000000.0,46894000000.0,8508000000.0,30481000000.0,14208000000.0,101620000000.0,28732000000.0,12763000000.0,2549000000.0,-18119000000.0,6747000000.0,12763000000.0,2.6,11293000000.0,-4138000000.0,22671000000.0,20402000000.0
349,2010-10,IBM,2010-09-30,2010-10-26,107174000000.0,84815000000.0,21447000000.0,5908000000.0,24358000000.0,13986000000.0,53150000000.0,44932000000.0,5556000000.0,30433000000.0,14009000000.0,98082000000.0,25750000000.0,9859000000.0,2629000000.0,-17479000000.0,7084000000.0,9859000000.0,2.4,10904000000.0,-4031000000.0,22238000000.0,19497000000.0
350,2010-07,IBM,2010-06-30,2010-07-27,103420000000.0,82244000000.0,21311000000.0,5890000000.0,24098000000.0,14012000000.0,52818000000.0,44559000000.0,5633000000.0,30440000000.0,13534000000.0,97377000000.0,23070000000.0,10325000000.0,2595000000.0,-18510000000.0,7233000000.0,10325000000.0,2.3,10191000000.0,-3997000000.0,21059000000.0,19183000000.0
351,2010-04,IBM,2010-03-31,2010-04-27,105208000000.0,83059000000.0,21365000000.0,5849000000.0,23854000000.0,14912000000.0,52572000000.0,44331000000.0,5014000000.0,29924000000.0,13841000000.0,96903000000.0,23507000000.0,12472000000.0,2524000000.0,-18178000000.0,6345000000.0,12472000000.0,2.2,10428000000.0,-3891000000.0,22033000000.0,18880000000.0
353,2009-10,IBM,2009-09-30,2009-10-27,103675000000.0,85182000000.0,21225000000.0,5888000000.0,23128000000.0,13051000000.0,51958000000.0,43576000000.0,4885000000.0,30204000000.0,14189000000.0,95534000000.0,21708000000.0,9532000000.0,2546000000.0,-20487000000.0,6145000000.0,9532000000.0,2.1,10678000000.0,-3628000000.0,18396000000.0,18079000000.0
354,2009-07,IBM,2009-06-30,2009-07-28,103655000000.0,88182000000.0,21856000000.0,6021000000.0,22846000000.0,13618000000.0,53362000000.0,43908000000.0,8504000000.0,28974000000.0,13948000000.0,97270000000.0,21317000000.0,11678000000.0,2691000000.0,-21043000000.0,5869000000.0,11678000000.0,2.05,10740000000.0,-3780000000.0,15380000000.0,17676000000.0
355,2009-04,IBM,2009-03-31,2009-04-28,101944000000.0,88252000000.0,23030000000.0,6247000000.0,22603000000.0,13637000000.0,55914000000.0,44926000000.0,9870000000.0,27916000000.0,13727000000.0,100840000000.0,20791000000.0,12294000000.0,2759000000.0,-21649000000.0,5878000000.0,12294000000.0,2.0,10511000000.0,-4085000000.0,13601000000.0,17273000000.0
357,2008-10,IBM,2008-09-30,2008-10-28,115910000000.0,88391000000.0,23569000000.0,6393000000.0,22559000000.0,12436000000.0,59796000000.0,45694000000.0,16181000000.0,30294000000.0,14659000000.0,105490000000.0,21909000000.0,9755000000.0,3000000000.0,-4384000000.0,6770000000.0,9755000000.0,1.8,11027000000.0,-4935000000.0,27519000000.0,17093000000.0
358,2008-07,IBM,2008-06-30,2008-07-29,120928000000.0,92663000000.0,23249000000.0,6338000000.0,21938000000.0,13986000000.0,59617000000.0,44690000000.0,12710000000.0,32765000000.0,15386000000.0,104307000000.0,22901000000.0,9626000000.0,2916000000.0,-3006000000.0,7531000000.0,9626000000.0,1.7,11986000000.0,-5106000000.0,28264000000.0,16511000000.0
359,2008-04,IBM,2008-03-31,2008-04-29,121823000000.0,93095000000.0,22591000000.0,6212000000.0,21131000000.0,14314000000.0,58230000000.0,43029000000.0,15235000000.0,33706000000.0,15470000000.0,101259000000.0,21746000000.0,10786000000.0,2977000000.0,-3282000000.0,7329000000.0,10786000000.0,1.6,12151000000.0,-5048000000.0,28728000000.0,15824000000.0
361,2007-10,IBM,2007-09-30,2007-10-30,108609000000.0,88063000000.0,21664000000.0,6154000000.0,19520000000.0,11806000000.0,55716000000.0,40462000000.0,16546000000.0,37331000000.0,14836000000.0,96178000000.0,16005000000.0,9295000000.0,2855000000.0,-7513000000.0,6732000000.0,9295000000.0,1.4,11272000000.0,-4914000000.0,20546000000.0,14284000000.0
362,2007-07,IBM,2007-06-30,2007-07-31,102548000000.0,85792000000.0,21461000000.0,6173000000.0,19180000000.0,12266000000.0,54679000000.0,39997000000.0,20543000000.0,35677000000.0,14479000000.0,94676000000.0,15291000000.0,7010000000.0,2848000000.0,-7997000000.0,6653000000.0,7010000000.0,1.3,10897000000.0,-4876000000.0,16756000000.0,14054000000.0
363,2007-04,IBM,2007-03-31,2007-04-24,101619000000.0,73811000000.0,20746000000.0,6161000000.0,18833000000.0,9380000000.0,53721000000.0,39073000000.0,9661000000.0,35282000000.0,14414000000.0,92794000000.0,15260000000.0,6953000000.0,2912000000.0,-8607000000.0,6859000000.0,6953000000.0,1.2,11070000000.0,-4892000000.0,27809000000.0,13742000000.0
365,2006-10,IBM,2006-09-30,2006-10-31,104155000000.0,69907000000.0,19891000000.0,5980000000.0,18306000000.0,0.0,52235000000.0,37358000000.0,8555000000.0,29106000000.0,14059000000.0,89593000000.0,11936000000.0,8484000000.0,3135000000.0,-315000000.0,22249000000.0,8484000000.0,1.0,10283000000.0,-3832000000.0,34248000000.0,13324000000.0
366,2006-07,IBM,2006-06-30,2006-07-25,103377000000.0,69828000000.0,19402000000.0,5884000000.0,18044000000.0,0.0,51900000000.0,36605000000.0,7907000000.0,29503000000.0,13963000000.0,88505000000.0,11981000000.0,7100000000.0,3111000000.0,-354000000.0,22395000000.0,7100000000.0,0.9,10273000000.0,-3603000000.0,33549000000.0,13052000000.0
367,2006-04,IBM,2006-03-31,2006-04-25,102468000000.0,69737000000.0,20983000000.0,5839000000.0,17952000000.0,0.0,52519000000.0,36366000000.0,7160000000.0,29528000000.0,13712000000.0,88885000000.0,11836000000.0,9135000000.0,2953000000.0,-1758000000.0,22213000000.0,9135000000.0,0.8,9789000000.0,-3547000000.0,32731000000.0,12892000000.0
369,2005-10,IBM,2005-09-30,2005-10-25,101009000000.0,70774000000.0,21352000000.0,5844000000.0,17495000000.0,0.0,57549000000.0,36619000000.0,4050000000.0,27694000000.0,14042000000.0,94168000000.0,11061000000.0,8252000000.0,3290000000.0,-2211000000.0,22016000000.0,8252000000.0,0.76,10890000000.0,-4045000000.0,30235000000.0,12233000000.0
370,2005-07,IBM,2005-06-30,2005-07-26,103388000000.0,73263000000.0,21698000000.0,5816000000.0,17009000000.0,0.0,59541000000.0,36527000000.0,6134000000.0,28870000000.0,14212000000.0,96068000000.0,10966000000.0,8648000000.0,3248000000.0,-2324000000.0,22233000000.0,8648000000.0,0.74,11639000000.0,-4034000000.0,30125000000.0,11825000000.0
371,2005-04,IBM,2005-03-31,2005-04-26,104899000000.0,74979000000.0,19833000000.0,5765000000.0,16894000000.0,0.0,60674000000.0,36277000000.0,6329000000.0,30084000000.0,14708000000.0,96951000000.0,10332000000.0,8637000000.0,3417000000.0,-2163000000.0,23655000000.0,8637000000.0,0.72,11246000000.0,-3775000000.0,29920000000.0,11901000000.0
373,2004-11,IBM,2004-09-30,2004-11-01,100676000000.0,70974000000.0,18968000000.0,5561000000.0,16365000000.0,0.0,59590000000.0,35155000000.0,8427000000.0,30314000000.0,14608000000.0,94745000000.0,8478000000.0,9178000000.0,3331000000.0,-1564000000.0,22445000000.0,9178000000.0,0.68,10829000000.0,-3817000000.0,29702000000.0,11673000000.0
374,2004-10,IBM,2004-09-30,2004-10-28,100676000000.0,70974000000.0,18968000000.0,5561000000.0,16365000000.0,0.0,59590000000.0,35155000000.0,8427000000.0,30314000000.0,14608000000.0,94745000000.0,8478000000.0,9178000000.0,3331000000.0,-1564000000.0,22445000000.0,9178000000.0,0.68,10829000000.0,-3817000000.0,29702000000.0,11673000000.0
375,2004-07,IBM,2004-06-30,2004-07-30,99582000000.0,70752000000.0,18293000000.0,5449000000.0,16400000000.0,0.0,58517000000.0,34321000000.0,7505000000.0,31049000000.0,14569000000.0,92838000000.0,8362000000.0,7715000000.0,3182000000.0,-1896000000.0,22537000000.0,7715000000.0,0.66,10807000000.0,-3702000000.0,28830000000.0,11692000000.0
376,2004-05,IBM,2004-03-31,2004-05-07,101825000000.0,73640000000.0,18121000000.0,5249000000.0,16062000000.0,0.0,57522000000.0,33794000000.0,7568000000.0,34433000000.0,14612000000.0,91316000000.0,7684000000.0,7450000000.0,3049000000.0,-1793000000.0,22745000000.0,7450000000.0,0.66,10884000000.0,-4067000000.0,28185000000.0,11323000000.0
378,2003-11,IBM,2003-09-30,2003-11-10,97190000000.0,69864000000.0,18418000000.0,4932000000.0,13020000000.0,0.0,54668000000.0,32234000000.0,5935000000.0,33207000000.0,14489000000.0,86902000000.0,7534000000.0,5451000000.0,3282000000.0,-2477000000.0,22178000000.0,5451000000.0,0.63,10998000000.0,-4178000000.0,27326000000.0,9870000000.0
379,2003-08,IBM,2003-06-30,2003-08-14,96938000000.0,70365000000.0,18102000000.0,4838000000.0,12399000000.0,0.0,53456000000.0,31745000000.0,4873000000.0,34273000000.0,14560000000.0,85201000000.0,7260000000.0,4842000000.0,3361000000.0,-2599000000.0,22008000000.0,4842000000.0,0.62,10684000000.0,-4212000000.0,26573000000.0,9726000000.0
380,2003-05,IBM,2003-03-31,2003-05-14,95720000000.0,71147000000.0,18930000000.0,4810000000.0,10509000000.0,0.0,52204000000.0,31017000000.0,5767000000.0,34758000000.0,14363000000.0,83221000000.0,6606000000.0,4195000000.0,3318000000.0,-3079000000.0,21346000000.0,4195000000.0,0.61,11099000000.0,-4118000000.0,24573000000.0,7847000000.0
382,2002-11,IBM,2002-09-30,2002-11-04,83956000000.0,61864000000.0,19211000000.0,5158000000.0,12318000000.0,0.0,51075000000.0,29774000000.0,7971000000.0,42963000000.0,14451000000.0,80849000000.0,1800000000.0,5216000000.0,3424000000.0,-811000000.0,18435000000.0,5216000000.0,0.58,9748000000.0,-4376000000.0,22092000000.0,8141000000.0
383,2002-08,IBM,2002-06-30,2002-08-13,84211000000.0,62816000000.0,18965000000.0,5206000000.0,12717000000.0,0.0,51614000000.0,29842000000.0,9571000000.0,44038000000.0,14712000000.0,81456000000.0,1813000000.0,3453000000.0,3842000000.0,-793000000.0,19403000000.0,3453000000.0,0.58,9769000000.0,-4757000000.0,21395000000.0,8019000000.0
384,2002-05,IBM,2002-03-31,2002-05-15,83056000000.0,60005000000.0,17442000000.0,5287000000.0,15105000000.0,0.0,52763000000.0,30610000000.0,8243000000.0,41945000000.0,16629000000.0,83373000000.0,1880000000.0,3833000000.0,4407000000.0,-881000000.0,17606000000.0,3833000000.0,0.57,9563000000.0,-4991000000.0,23051000000.0,10351000000.0
386,2001-11,IBM,2001-09-30,2001-11-14,85094000000.0,63117000000.0,15654000000.0,5192000000.0,16861000000.0,0.0,55950000000.0,32706000000.0,10907000000.0,44307000000.0,16820000000.0,88656000000.0,0.0,3715000000.0,4838000000.0,-547000000.0,18380000000.0,3715000000.0,0.55,10632000000.0,-5700000000.0,21977000000.0,11842000000.0
387,2001-08,IBM,2001-06-30,2001-08-14,83940000000.0,61349000000.0,15639000000.0,5192000000.0,17476000000.0,0.0,56893000000.0,33116000000.0,8536000000.0,42750000000.0,16611000000.0,90009000000.0,0.0,3691000000.0,4858000000.0,-285000000.0,17497000000.0,3691000000.0,0.54,10699000000.0,-5455000000.0,22591000000.0,12513000000.0
388,2001-05,IBM,2001-03-31,2001-05-15,84790000000.0,63324000000.0,15741000000.0,5182000000.0,17490000000.0,0.0,57071000000.0,33021000000.0,10910000000.0,43224000000.0,16514000000.0,90092000000.0,0.0,3793000000.0,5012000000.0,-163000000.0,17824000000.0,3793000000.0,0.53,10550000000.0,-5115000000.0,21466000000.0,12490000000.0
390,2000-11,IBM,2000-09-30,2000-11-13,83876000000.0,64329000000.0,15744000000.0,5118000000.0,16289000000.0,0.0,55324000000.0,31638000000.0,10695000000.0,31710000000.0,16329000000.0,86962000000.0,759000000.0,2880000000.0,4909000000.0,-160000000.0,18315000000.0,2880000000.0,0.51,21898000000.0,-4429000000.0,19547000000.0,11268000000.0
391,2000-08,IBM,2000-06-30,2000-08-14,82949000000.0,63775000000.0,15519000000.0,5240000000.0,16408000000.0,0.0,54924000000.0,31401000000.0,12315000000.0,31468000000.0,16634000000.0,86325000000.0,740000000.0,2987000000.0,4759000000.0,112000000.0,17857000000.0,2987000000.0,0.5,21145000000.0,-4685000000.0,19174000000.0,10961000000.0
392,2000-05,IBM,2000-03-31,2000-05-12,82764000000.0,63246000000.0,14498000000.0,5264000000.0,18941000000.0,0.0,54897000000.0,31682000000.0,13844000000.0,31830000000.0,16959000000.0,86579000000.0,742000000.0,3285000000.0,5070000000.0,659000000.0,17885000000.0,3285000000.0,0.49,19735000000.0,-5019000000.0,19518000000.0,12109000000.0
394,1999-11,IBM,1999-09-30,1999-11-12,85375000000.0,65307000000.0,15358000000.0,5264000000.0,19517000000.0,0.0,55642000000.0,32855000000.0,14096000000.0,32283000000.0,17463000000.0,88497000000.0,628000000.0,4582000000.0,5130000000.0,630000000.0,19904000000.0,4582000000.0,0.47,20379000000.0,-5404000000.0,20068000000.0,12233000000.0
395,1999-08,IBM,1999-06-30,1999-08-12,83347000000.0,64189000000.0,15914000000.0,5121000000.0,18848000000.0,0.0,54690000000.0,32758000000.0,14713000000.0,30104000000.0,17253000000.0,87448000000.0,613000000.0,5465000000.0,5039000000.0,161000000.0,17851000000.0,5465000000.0,0.46,19727000000.0,-5706000000.0,19158000000.0,11723000000.0
396,1999-05,IBM,1999-03-31,1999-05-13,81751000000.0,63445000000.0,16880000000.0,5048000000.0,15498000000.0,0.0,52686000000.0,31680000000.0,13708000000.0,29052000000.0,18866000000.0,84366000000.0,587000000.0,4855000000.0,5241000000.0,347000000.0,16791000000.0,4855000000.0,0.45,18194000000.0,-5773000000.0,18306000000.0,9752000000.0
398,1998-11,IBM,1998-09-30,1998-11-13,79719000000.0,61084000000.0,16648000000.0,5064000000.0,14506000000.0,0.0,49678000000.0,30581000000.0,13237000000.0,27452000000.0,19005000000.0,80259000000.0,645000000.0,5553000000.0,5548000000.0,911000000.0,16485000000.0,5553000000.0,0.43,17682000000.0,-6030000000.0,18635000000.0,8869000000.0
399,1998-08,IBM,1998-06-30,1998-08-13,77112000000.0,58535000000.0,16523000000.0,4986000000.0,14247000000.0,0.0,48557000000.0,30212000000.0,13271000000.0,27101000000.0,18453000000.0,78769000000.0,703000000.0,5084000000.0,5621000000.0,700000000.0,15023000000.0,5084000000.0,0.42,15816000000.0,-5816000000.0,18577000000.0,8703000000.0
400,1998-05,IBM,1998-03-31,1998-05-14,77944000000.0,59079000000.0,16669000000.0,4987000000.0,14461000000.0,0.0,48351000000.0,30467000000.0,12667000000.0,27562000000.0,18223000000.0,78818000000.0,784000000.0,5495000000.0,5392000000.0,812000000.0,15356000000.0,5495000000.0,0.41,16248000000.0,-6005000000.0,18865000000.0,8811000000.0
402,1997-11,IBM,1997-09-30,1997-11-10,78293000000.0,58537000000.0,16667000000.0,4784000000.0,14516000000.0,0.0,47516000000.0,30412000000.0,12518000000.0,27493000000.0,17921000000.0,77928000000.0,912000000.0,5926000000.0,5981000000.0,1403000000.0,15831000000.0,5926000000.0,0.388,16078000000.0,-5866000000.0,19756000000.0,8961000000.0
403,1997-08,IBM,1997-06-30,1997-08-14,78819000000.0,58710000000.0,16910000000.0,4737000000.0,14520000000.0,0.0,46813000000.0,30572000000.0,14028000000.0,27579000000.0,17647000000.0,77385000000.0,1037000000.0,6503000000.0,5913000000.0,1764000000.0,16037000000.0,6503000000.0,0.375,16060000000.0,-5699000000.0,20109000000.0,8925000000.0
404,1997-05,IBM,1997-03-31,1997-05-13,76527000000.0,56576000000.0,16841000000.0,4632000000.0,14625000000.0,0.0,46334000000.0,30362000000.0,13243000000.0,27100000000.0,17062000000.0,76696000000.0,1220000000.0,5959000000.0,5786000000.0,1723000000.0,15777000000.0,5959000000.0,0.363,15739000000.0,-5320000000.0,19951000000.0,8889000000.0
406,1996-11,IBM,1996-09-30,1996-11-13,77996000000.0,56628000000.0,17153000000.0,4570000000.0,14230000000.0,0.0,44355000000.0,30369000000.0,13462000000.0,25976000000.0,16676000000.0,74724000000.0,1694000000.0,6806000000.0,7166000000.0,2649000000.0,15494000000.0,6806000000.0,0.325,15843000000.0,-4568000000.0,21368000000.0,8211000000.0
407,1996-08,IBM,1996-06-30,1996-08-12,77474000000.0,55946000000.0,16836000000.0,6330000000.0,12599000000.0,0.0,43384000000.0,30032000000.0,13580000000.0,26422000000.0,16337000000.0,73416000000.0,1933000000.0,5896000000.0,6720000000.0,2722000000.0,14875000000.0,5896000000.0,0.3,16246000000.0,-4171000000.0,21528000000.0,6431000000.0
408,1996-05,IBM,1996-03-31,1996-05-14,77766000000.0,55946000000.0,16830000000.0,6188000000.0,13236000000.0,0.0,42292000000.0,30472000000.0,12343000000.0,26782000000.0,16207000000.0,72764000000.0,2214000000.0,5953000000.0,6958000000.0,2876000000.0,15855000000.0,5953000000.0,0.275,16120000000.0,-3865000000.0,21820000000.0,7019000000.0
410,1995-11,IBM,1995-09-30,1995-11-13,77502000000.0,55838000000.0,16321000000.0,5880000000.0,13602000000.0,0.0,40614000000.0,29302000000.0,11076000000.0,27216000000.0,16433000000.0,69916000000.0,2740000000.0,6440000000.0,6520000000.0,3184000000.0,15133000000.0,6440000000.0,0.25,14710000000.0,-4072000000.0,21664000000.0,7101000000.0
411,1995-08,IBM,1995-06-30,1995-08-03,81601000000.0,56755000000.0,16348000000.0,4058000000.0,14815000000.0,0.0,40058000000.0,28535000000.0,11278000000.0,27359000000.0,16844000000.0,68593000000.0,2654000000.0,9893000000.0,6162000000.0,3920000000.0,15166000000.0,9893000000.0,0.25,14790000000.0,-3841000000.0,24846000000.0,8129000000.0
412,1995-05,IBM,1995-03-31,1995-05-10,80880000000.0,56794000000.0,16400000000.0,4175000000.0,13567000000.0,0.0,39405000000.0,27008000000.0,10106000000.0,28354000000.0,16824000000.0,66413000000.0,2782000000.0,9072000000.0,6211000000.0,3579000000.0,15847000000.0,9072000000.0,0.25,14070000000.0,-3546000000.0,24086000000.0,6433000000.0
414,1994-11,IBM,1994-09-30,1994-11-09,79068000000.0,56605000000.0,,,,0.0,,,10240000000.0,27568000000.0,16338000000.0,,3059000000.0,9322000000.0,7004000000.0,2802000000.0,16558000000.0,9322000000.0,0.25,12079000000.0,,22463000000.0,
